plate,state,license_type,summons_number,issue_date,hour,min,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,borough,issuing_agency,violation_status,summons_image,weekday,year,month,day,address,vehicle_body_type,vehicle_year,latitude,longitude
FSV4687,NY,PAS,8987193354,2021-07-08,9,11A,FIRE HYDRANT,NA,115,0,0,0,115,0,090,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZSVFZOZWsweFRrRTlQUT09&locationName=_____________________),Thursday,2021,7,8,"72 S 3rd St ,   , NY",SUBN,2019,40.713178,-73.96517
GHJ1010,NY,PAS,8989964313,2021-07-07,11,00A,FIRE HYDRANT,NA,115,0,0,0,115,0,090,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOVVhekpPUkUxNFRYYzlQUT09&locationName=_____________________),Wednesday,2021,7,7,"269 Lee Ave ,   , NY",SUBN,2019,40.6999472,-73.9534096
GSG2085,NY,PAS,8990878251,2021-09-29,24,39P,FIRE HYDRANT,NA,115,0,0,0,115,0,094,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMUVaek5QUkVreFRWRTlQUT09&locationName=_____________________),Wednesday,2021,9,29,"66 N 4th St ,   , NY",SUBN,2007,40.7181219,-73.9628382
GMD2872,NY,PAS,8993809021,2021-08-21,7,41A,FIRE HYDRANT,NA,115,0,0,0,115,0,075,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMTZaM2RQVkVGNVRWRTlQUT09&locationName=_____________________),Saturday,2021,8,21,"3420 Fulton St ,   , NY",SUBN,2009,40.6843016,-73.8693606
HLF1922,NY,PAS,8768094401,2021-08-27,17,03P,FIRE HYDRANT,NA,115,0,0,0,115,0,106,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1rOUVRVFZPUkZGM1RWRTlQUT09&locationName=_____________________),Friday,2021,8,27,"S 103rd Ave ,  40ft W/of 133rd St , NY",SUBN,2019,40.6855638,-73.8334203
HTL8675,NY,PAS,8871029963,2021-09-03,1,23A,FIRE HYDRANT,NA,115,0,0,0,115,0,102,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMVVRWGxQVkdzeVRYYzlQUT09&locationName=_____________________),Friday,2021,9,3,"116-01 101st Ave ,   , NY",SUBN,2009,40.689515,-73.828378
HZR5740,NY,PAS,8892873180,2021-07-22,17,30P,FIRE HYDRANT,NA,115,0,0,0,115,0,102,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMXFaek5OZWtVMFRVRTlQUT09&locationName=_____________________),Thursday,2021,7,22,"126-10 89th Ave ,   , NY",SUBN,2020,40.6989669,-73.8232282
FZV8984,NY,PAS,8703339877,2021-08-20,9,05A,FIRE HYDRANT,NA,115,0,0,0,115,0,108,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamQwMTZUWHBQVkdjelRuYzlQUT09&locationName=_____________________),Friday,2021,8,20,"S 38th Ave ,  7ft E/of 69th St , NY",SUBN,2005,40.7624122,-73.823917
JRJ6892,NY,PAS,8733065380,2021-06-29,6,02A,FIRE HYDRANT,NA,115,0,0,0,115,0,070,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVrMTZRVEpPVkUwMFRVRTlQUT09&locationName=_____________________),Tuesday,2021,6,29,"W E 22nd St ,  30ft N/of Avenue K , NY",4DSD,2014,40.6610695,-73.9944735
KGS5808,NY,PAS,8943324704,2021-09-10,9,01A,FIRE HYDRANT,NA,115,0,0,0,115,0,025,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMTZUWGxPUkdOM1RrRTlQUT09&locationName=_____________________),Friday,2021,9,10,"1871 Park Ave ,   , NY",SUBN,2005,40.8066031,-73.9374976
GZK4648,NY,PAS,8977076420,2021-07-17,8,22A,FIRE HYDRANT,NA,115,0,0,0,115,0,070,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNTZRVE5PYWxGNVRVRTlQUT09&locationName=_____________________),Saturday,2021,7,17,"417 E 19th St ,   , NY",SUBN,2020,40.6405345,-73.9601139
JFE3602,NY,PAS,1459587625,2021-07-15,10,05A,FIRE HYDRANT,NA,115,0,0,0,115,0,109,Queens,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1VOVVWVFJPZWxsNVRsRTlQUT09&locationName=_____________________),Thursday,2021,7,15,"45-19 156 ST ,   , NY",SDN,2013,40.7561933,-73.8099658
JEJ2062,NY,PAS,1473717929,2021-07-27,22,06P,FIRE HYDRANT,NA,115,0,0,0,115,0,052,Bronx,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wMTZZM2hPZW10NVQxRTlQUT09&locationName=_____________________),Tuesday,2021,7,27,"3210 PERRY AVE ,   , NY",SDN,2013,40.8747913,-73.8767307
KEM5694,NY,PAS,8957890804,2021-08-03,5,51A,FIRE HYDRANT,NA,115,0,0,0,115,0,040,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNTZaelZOUkdkM1RrRTlQUT09&locationName=_____________________),Tuesday,2021,8,3,"830 St Anns Ave ,   , NY",SUBN,2017,40.8213975,-73.909459
JLG8807,NY,PAS,8596887167,2021-08-13,7,56A,FIRE HYDRANT,NA,115,0,0,0,115,0,104,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VNXFaelJPZWtVeVRuYzlQUT09&locationName=_____________________),Friday,2021,8,13,"59-24 70th St ,   , NY",SUBN,2019,40.7238933,-73.8907352
HCV1043,NY,PAS,8864628770,2021-06-29,6,04A,FIRE HYDRANT,NA,115,0,0,0,115,0,107,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rNUVXWGxQUkdNelRVRTlQUT09&locationName=_____________________),Tuesday,2021,6,29,"13851 Hoover Ave ,   , NY",4DSD,2019,40.7145871,-73.8188169
KNS8331,NY,PAS,8944169720,2021-06-30,9,35A,FIRE HYDRANT,NA,115,0,0,0,115,0,019,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNUVSVEpQVkdONVRVRTlQUT09&locationName=_____________________),Wednesday,2021,6,30,"132 E 85th St ,   , NY",SUBN,2021,40.7788108,-73.9563227
KED2437,NY,PAS,8949119638,2021-06-28,24,25P,FIRE HYDRANT,NA,115,0,0,0,115,0,034,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOVVSWGhQVkZsNlQwRTlQUT09&locationName=_____________________),Monday,2021,6,28,"1222 St Nicholas Ave ,   , NY",SUBN,2011,40.8429106,-73.9380487
GWY8060,NY,PAS,8896920826,2021-09-01,24,44P,FIRE HYDRANT,NA,115,0,0,0,115,0,009,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VNXFhM2xOUkdkNVRtYzlQUT09&locationName=_____________________),Wednesday,2021,9,1,"72 E 1st St ,   , NY",2DSD,2007,40.7234639,-73.9885633
JKJ2509,NY,PAS,8848833457,2021-09-01,6,26A,FIRE HYDRANT,NA,115,0,0,0,115,0,111,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FOUVaM3BOZWxFeFRuYzlQUT09&locationName=_____________________),Wednesday,2021,9,1,"40-04 194th St ,   , NY",4DSD,2019,40.760972,-73.788265
KLF2968,NY,PAS,8978268547,2021-07-01,9,36A,FIRE HYDRANT,NA,115,0,0,0,115,0,066,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOUVTVEpQUkZVd1RuYzlQUT09&locationName=_____________________),Thursday,2021,7,1,"424 McDonald Ave ,   , NY",4DSD,2015,40.6437037,-73.9799152
JRZ4473,NY,PAS,8986618692,2021-06-29,5,41A,FIRE HYDRANT,NA,115,0,0,0,115,0,088,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFXWGhQUkZrMVRXYzlQUT09&locationName=_____________________),Tuesday,2021,6,29,"338 Greene Ave ,   , NY",4DSD,2019,40.6875826,-73.9574282
KHX9107,NY,PAS,8941844540,2021-07-21,7,31A,FIRE HYDRANT,NA,115,0,0,0,115,0,020,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMVVaekJPUkZVd1RVRTlQUT09&locationName=_____________________),Wednesday,2021,7,21,"321 W 78th St ,   , NY",4DSD,2008,40.7841661,-73.982429
JMJ4776,NY,PAS,8979126323,2021-07-14,14,58P,FIRE HYDRANT,NA,115,0,0,0,115,0,067,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVSWGxPYWsxNVRYYzlQUT09&locationName=_____________________),Wednesday,2021,7,14,"E E 34th St ,  10ft S/of Snyder Ave , NY",SUBN,2018,40.6296561,-73.9434202
KHY5139,NY,PAS,8979233152,2021-08-09,20,12P,FIRE HYDRANT,NA,115,0,0,0,115,0,070,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVTWHBOZWtVeFRXYzlQUT09&locationName=_____________________),Monday,2021,8,9,"2 Avenue C ,   , NY",4DSD,2004,40.720766,-73.9809592
HYK8707,NY,PAS,8977078088,2021-08-04,10,20A,FIRE HYDRANT,NA,115,0,0,0,115,0,076,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNTZRVE5QUkVFMFQwRTlQUT09&locationName=_____________________),Wednesday,2021,8,4,"531 5th St ,   , NY",SUBN,2018,40.6684117,-73.9774903
GVC6868,NY,PAS,1447729109,2021-09-30,20,55P,FIRE HYDRANT,NA,115,0,0,0,115,0,114,Queens,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1FNTZZM2xQVkVWM1QxRTlQUT09&locationName=_____________________),Thursday,2021,9,30,"40-05 23 AVE ,   , NY",SUBN,0,40.7711108,-73.9078434
KHJ9031,NY,PAS,1446729000,2021-09-06,1,20A,FIRE HYDRANT,NA,115,0,0,0,0,115,043,Bronx,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1FNXFZM2xQVkVGM1RVRTlQUT09&locationName=_____________________),Monday,2021,9,6,"1710 RANDALL AVE ,   , NY",SUBN,2014,40.8160835,-73.8669162
JDF5248,NY,PAS,8968529383,2021-07-13,23,35P,FIRE HYDRANT,NA,115,0,0,0,115,0,044,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rOUVWWGxQVkUwMFRYYzlQUT09&locationName=_____________________),Tuesday,2021,7,13,"N Cross Bronx Expy ,  20ft E/of Topping Av , NY",SUBN,2019,40.8351433,-73.8671405
HRZ7966,NY,PAS,1474124847,2021-08-24,8,20A,FIRE HYDRANT,NA,115,0,0,0,115,0,024,Manhattan,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wNUVSWGxPUkdjd1RuYzlQUT09&locationName=_____________________),Tuesday,2021,8,24,"151 W 100 ST ,   , NY",SUBN,2016,40.796506,-73.9673459
KHA6725,NY,PAS,8993218134,2021-07-26,14,57P,FIRE HYDRANT,NA,115,0,0,0,115,0,090,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMTZTWGhQUkVWNlRrRTlQUT09&locationName=_____________________),Monday,2021,7,26,"S N 1st St ,  25ft W/of Driggs Ave , NY",SUBN,2017,40.7229311,-73.9468516
FRA1355,NY,PAS,8994389805,2021-07-10,8,55A,FIRE HYDRANT,NA,115,0,0,0,115,0,077,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVUVFJQVkdkM1RsRTlQUT09&locationName=_____________________),Saturday,2021,7,10,"147 Utica Ave ,   , NY",4DSD,2011,40.6737919,-73.9304925
HSD6043,NY,PAS,8997187909,2021-07-29,21,08P,FIRE HYDRANT,NA,115,0,0,0,115,0,067,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNTZSVFJPZW10M1QxRTlQUT09&locationName=_____________________),Thursday,2021,7,29,"E Veronica Pl ,  200ft N/of Beverley , NY",SUBN,2017,40.647943,-73.9527716
KPZ6029,NY,PAS,1484112817,2021-08-01,8,26A,FIRE HYDRANT,NA,115,0,0,0,115,0,043,Bronx,OTHER/UNKNOWN AGENCIES,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVSWGhOYW1kNFRuYzlQUT09&locationName=_____________________),Sunday,2021,8,1,"2130 EAST TREMONT AVENUE ,   , NY",SUBN,2021,40.8417436,-73.8571829
GRP1893,NY,PAS,1484437792,2021-07-30,14,03P,FIRE HYDRANT,NA,115,0,0,0,115,0,104,Queens,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVVWHBPZW1NMVRXYzlQUT09&locationName=_____________________),Friday,2021,7,30,"57-75 75 ST ,   , NY",P-U,0,40.726627,-73.885766
KDA9764,NY,PAS,1455183386,2021-08-14,14,23P,FIRE HYDRANT,NA,115,0,0,0,0,115,000,Manhattan,OTHER/UNKNOWN AGENCIES,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1VNVVSVFJOZWswMFRtYzlQUT09&locationName=_____________________),Saturday,2021,8,14,"405 LEXINGTON AVE ,   , NY",SDN,2017,40.7517105,-73.9755995
JMK4588,NY,PAS,2003071118,2021-08-10,8,25A,FIRE HYDRANT,NA,115,0,0,0,115,0,049,Bronx,DEPARTMENT OF SANITATION,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMTZRVE5OVkVWNFQwRTlQUT09&locationName=_____________________),Tuesday,2021,8,10,"620 MORRIS PARK AVENUE ,   , NY",4DSD,2014,40.8441489,-73.8689471
JNM3809,NY,PAS,1459554279,2021-09-21,22,57P,FIRE HYDRANT,NA,115,0,0,0,115,0,109,Queens,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1VOVVWVEZPUkVrelQxRTlQUT09&locationName=_____________________),Tuesday,2021,9,21,"36-20 169 ST ,   , NY",SUBN,2006,40.7621229,-73.797428
GKE7699,NY,PAS,1461605805,2021-07-28,8,38A,FIRE HYDRANT,NA,115,0,0,0,0,115,104,Queens,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1rMVVXWGRPVkdkM1RsRTlQUT09&locationName=_____________________),Wednesday,2021,7,28,"73-27 71 STREET ,   , NY",SDN,2014,40.7011932,-73.8795228
EEE5547,NY,PAS,1473008347,2021-10-01,4,36A,FIRE HYDRANT,NA,115,0,0,0,115,0,060,Brooklyn,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wMTZRWGRQUkUwd1RuYzlQUT09&locationName=_____________________),Friday,2021,10,1,"2865 W 23 ST ,   , NY",SUBN,2005,40.5768941,-73.9899747
KGN4930,NY,PAS,1473044923,2021-09-09,5,59A,FIRE HYDRANT,NA,115,0,0,0,115,0,120,Staten Island,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wMTZRVEJPUkd0NVRYYzlQUT09&locationName=_____________________),Thursday,2021,9,9,"51 VAN BUREN ,   , NY",VAN,2006,40.8040582,-73.2501127
JHJ6685,NY,PAS,1481707255,2021-09-02,4,50A,FIRE HYDRANT,NA,115,0,0,0,115,0,070,Brooklyn,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMVVZM2RPZWtreFRsRTlQUT09&locationName=_____________________),Thursday,2021,9,2,"302 WALSH CT ,   , NY",SDN,2019,40.627843,-73.974319
HVN2703,NY,PAS,1482168571,2021-09-03,3,00A,FIRE HYDRANT,NA,115,0,0,0,115,0,062,Brooklyn,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMXFSVEpQUkZVelRWRTlQUT09&locationName=_____________________),Friday,2021,9,3,"8682 15 AVE ,   , NY",SUBN,2012,40.6100181,-74.0113981
FBB3678,NY,PAS,2002913780,2021-08-04,7,27A,FIRE HYDRANT,NA,115,0,0,0,115,0,072,Brooklyn,DEPARTMENT OF SANITATION,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMXFhM2hOZW1NMFRVRTlQUT09&locationName=_____________________),Wednesday,2021,8,4,"375 42 STREET ,   , NY",4DSD,2001,40.7584877,-73.9920061
KNS5904,NY,PAS,1478427863,2021-09-03,17,19P,FIRE HYDRANT,NA,115,0,0,0,115,0,025,Manhattan,PARKS DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wOUVVWGxPZW1jeVRYYzlQUT09&locationName=_____________________),Friday,2021,9,3,"0 SUNKEN MEADOW LOOP ,  RANDALLS ISLAND , NY",SUBN,2021,40.7935293,-73.9184849
CMH4256,NY,PAS,1467441594,2021-10-10,20,40P,FIRE HYDRANT,NA,115,0,0,0,115,0,026,Manhattan,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1rNTZVVEJOVkZVMVRrRTlQUT09&locationName=_____________________),Sunday,2021,10,10,"55 LA SALLE ST ,   , NY",SDN,2010,40.813333,-73.9571521
HRU4184,NY,PAS,1466169291,2021-09-28,10,52A,FIRE HYDRANT,NA,115,0,0,0,115,0,044,Bronx,OTHER/UNKNOWN AGENCIES,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1rNXFSVEpQVkVrMVRWRTlQUT09&locationName=_____________________),Tuesday,2021,9,28,"265 E 161 ST ,   , NY",SUBN,2015,40.8261817,-73.9193568
JGJ8388,NY,PAS,1466156442,2021-08-23,9,30A,FIRE HYDRANT,NA,115,0,0,0,0,115,108,Queens,OTHER/UNKNOWN AGENCIES,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1rNXFSVEZPYWxFd1RXYzlQUT09&locationName=_____________________),Monday,2021,8,23,"4518 COURT SQ W ,   , NY",SDN,2019,40.7457607,-73.9437903
HXD9596,NY,PAS,1471902237,2021-09-21,8,12A,FIRE HYDRANT,NA,115,0,0,0,115,0,088,Brooklyn,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wMVVhM2ROYWtsNlRuYzlQUT09&locationName=_____________________),Tuesday,2021,9,21,"81 STEUBEN ST ,   , NY",SUBN,2017,40.6951086,-73.9631298
KKU6741,NY,PAS,1474492332,2021-07-20,2,35A,FIRE HYDRANT,NA,115,0,0,0,115,0,025,Manhattan,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wNUVVVFZOYWsxNlRXYzlQUT09&locationName=_____________________),Tuesday,2021,7,20,"2225 5TH AVENUE ,   , NY",SUBN,2013,40.8129155,-73.9370977
KNG4709,NY,PAS,1484421875,2021-09-02,1,59A,FIRE HYDRANT,NA,115,0,0,0,115,0,104,Queens,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVVWGxOVkdjelRsRTlQUT09&locationName=_____________________),Thursday,2021,9,2,"1885 HART ST ,   , NY",SUBN,2021,40.7099524,-73.9150291
KLT1929,NY,PAS,1472426370,2021-09-06,8,56A,FIRE HYDRANT,NA,115,0,0,0,0,115,114,Queens,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wMXFVWGxPYWswelRVRTlQUT09&locationName=_____________________),Monday,2021,9,6,"2036 33 ST ,   , NY",SDN,2021,40.7783026,-73.9063472
KDA2527,NY,PAS,1472457110,2021-07-24,22,54P,FIRE HYDRANT,NA,115,0,0,0,0,115,111,Queens,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wMXFVVEZPZWtWNFRVRTlQUT09&locationName=_____________________),Saturday,2021,7,24,"47-22 213 STREET ,   , NY",SUBN,0,40.7559435,-73.7687806
KDY1786,NY,PAS,1473610771,2021-09-15,13,15P,FIRE HYDRANT,NA,115,0,0,0,115,0,041,Bronx,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wMTZXWGhOUkdNelRWRTlQUT09&locationName=_____________________),Wednesday,2021,9,15,"980 ALDUS ST ,   , NY",SUBN,2011,40.8230063,-73.8898227
JHF6488,NY,PAS,1473431566,2021-10-03,2,01A,FIRE HYDRANT,NA,115,0,0,0,0,115,013,Manhattan,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wMTZVWHBOVkZVeVRtYzlQUT09&locationName=_____________________),Sunday,2021,10,3,"520 EAST 20 STREET ,   , NY",SDN,2015,40.7336003,-73.9771754
EDJ5878,NY,PAS,1473465655,2021-08-27,6,00A,FIRE HYDRANT,NA,115,0,0,0,0,115,001,Manhattan,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wMTZVVEpPVkZreFRsRTlQUT09&locationName=_____________________),Friday,2021,8,27,"59 JOHN ST ,   , NY",SUBN,2003,40.708983,-74.0072266
JLR3223,NY,PAS,1473543230,2021-07-29,22,32P,FIRE HYDRANT,NA,115,0,0,0,0,115,052,Bronx,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wMTZWVEJOZWtsNlRVRTlQUT09&locationName=_____________________),Thursday,2021,7,29,"2791 POND PLACE ,   , NY",SUBN,2014,40.8674478,-73.8885068
KJB6459,NY,PAS,1473566680,2021-07-14,2,50A,FIRE HYDRANT,NA,115,0,0,0,115,0,043,Bronx,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wMTZWVEpPYWxrMFRVRTlQUT09&locationName=_____________________),Wednesday,2021,7,14,"567 OLMSTEAD AVE ,   , NY",SUBN,2014,40.8179808,-73.8512781
KPF5132,NY,PAS,1473901273,2021-09-01,19,50P,FIRE HYDRANT,NA,115,0,0,0,0,115,046,Bronx,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wMTZhM2ROVkVrelRYYzlQUT09&locationName=_____________________),Wednesday,2021,9,1,"1750 SEDGWICK AVENUE ,   , NY",SDN,2019,40.8509431,-73.9214235
KHR3335,NY,PAS,1474004600,2021-07-01,4,54A,FIRE HYDRANT,NA,115,0,0,0,0,115,040,Bronx,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wNUVRWGRPUkZsM1RVRTlQUT09&locationName=_____________________),Thursday,2021,7,1,"479 E 144 ST ,   , NY",SUBN,2018,40.812024,-73.917289
GZH8986,NY,PAS,1474291648,2021-09-29,9,54A,FIRE HYDRANT,NA,115,0,0,0,115,0,032,Manhattan,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wNUVTVFZOVkZrd1QwRTlQUT09&locationName=_____________________),Wednesday,2021,9,29,"231 W 148TH ST ,   , NY",SUBN,2002,40.824497,-73.9393116
JMK7369,NY,PAS,1480566822,2021-07-10,2,03A,FIRE HYDRANT,NA,115,0,0,0,115,0,044,Bronx,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMUVWVEpPYW1kNVRXYzlQUT09&locationName=_____________________),Saturday,2021,7,10,"1114 GERARD AVE ,   , NY",SDN,2008,40.8334293,-73.9212534
KJM7678,NY,PAS,1474348531,2021-07-27,3,22A,FIRE HYDRANT,NA,115,0,0,0,0,115,033,Manhattan,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wNUVUVEJQUkZWNlRWRTlQUT09&locationName=_____________________),Tuesday,2021,7,27,"52-65 W 169 ST ,   , NY",SDN,2016,40.8383494,-73.9216048
